dice_coef,loss,val_dice_coef,val_loss
0.6261827480141073,-0.6261827436927706,0.7580885249376297,-0.7580885261297226
0.800119166970253,-0.8001191610097885,0.805005584359169,-0.8050055831670762
0.8253207069635391,-0.8253207087516785,0.6586850860714912,-0.6586850845813751
0.8317910212278367,-0.8317910176515579,0.6460617643594742,-0.6460617664456367
0.8394860297441482,-0.8394860303401948,0.3588534854352474,-0.3588534837961197
0.844632813334465,-0.8446328151226044,0.6697183167934417,-0.6697183150053024
0.854444501399994,-0.8544444990158081,0.8350616353750229,-0.8350616353750229
0.8528585386276245,-0.8528585362434388,0.8286169505119324,-0.8286169523000717
0.8487265825271606,-0.8487265861034393,0.715099276304245,-0.715099276304245
0.847587798833847,-0.847587798833847,0.7233523464202881,-0.7233523523807526
0.8616580361127854,-0.8616580361127854,0.8556230974197387,-0.8556230962276459
0.8590689581632615,-0.859068956375122,0.8088293516635895,-0.8088293504714966
0.8528476250171662,-0.8528476291894913,0.8443064391613007,-0.8443064355850219
0.8581899970769882,-0.8581899923086166,0.8266093635559082,-0.8266093605756759
0.8621947515010834,-0.8621947526931762,0.8457147365808487,-0.8457147359848023
0.8620364677906036,-0.862036469578743,0.8484513199329377,-0.8484513247013092
0.8624005490541458,-0.8624005478620529,0.8679095470905304,-0.8679095500707626
0.8631558287143707,-0.8631558257341385,0.8596774518489838,-0.8596774506568908
0.8643840545415878,-0.8643840593099594,0.8433530163764954,-0.8433530151844024
0.8676710551977158,-0.8676710534095764,0.8390424823760987,-0.8390424811840057
0.8640869241952897,-0.8640869331359863,0.8628702712059021,-0.8628702735900879
0.8671856015920639,-0.8671856099367141,0.8544244396686554,-0.854424437880516
0.8686651176214218,-0.8686651128530503,0.7874921804666519,-0.7874921840429306
0.8740848314762115,-0.8740848302841187,0.8557186055183411,-0.8557186084985733
0.8732619518041611,-0.8732619589567184,0.8693363374471664,-0.8693363404273987
0.8696212130784988,-0.8696212106943131,0.8681470561027527,-0.868147059082985
0.8759469658136367,-0.8759469699859619,0.8462990021705628,-0.8462990015745163
0.8765337091684341,-0.8765337109565735,0.86472969353199,-0.8647296941280365
0.8737463980913163,-0.8737463968992233,0.8642848467826844,-0.8642848449945449
0.8752088004350662,-0.8752087998390198,0.8716941529512405,-0.8716941511631012
0.8745172148942948,-0.874517217874527,0.8545095950365067,-0.8545095980167389
0.8814154279232025,-0.8814154314994812,0.8631189012527466,-0.8631189012527466
0.878307843208313,-0.8783078461885452,0.8725202602148056,-0.8725202661752701
0.8774414288997651,-0.8774414247274399,0.8741699820756912,-0.8741699784994126
0.8793812763690948,-0.8793812751770019,0.8713742017745971,-0.8713741952180862
0.8804218763113022,-0.880421872138977,0.8702455818653106,-0.8702455770969391
0.884070690870285,-0.8840706902742386,0.8729309475421906,-0.8729309493303299
0.8853748506307602,-0.8853748512268066,0.8678864717483521,-0.8678864675760269
0.8823469036817551,-0.8823469030857086,0.8691750895977021,-0.8691750878095627
0.8821069806814194,-0.8821069824695588,0.8674915331602097,-0.8674915367364884
0.8845161193609238,-0.8845161169767379,0.8715758407115937,-0.8715758395195007
0.8842038589715958,-0.8842038613557816,0.8600399911403656,-0.8600399839878082
0.8887338751554489,-0.8887338745594024,0.8691135537624359,-0.8691135531663895
0.8861966115236283,-0.8861966121196747,0.8728884923458099,-0.8728884959220886
0.8892791020870209,-0.8892791014909744,0.867619097828865,-0.8676190966367722
0.887947872877121,-0.8879478716850281,0.8806331175565719,-0.8806331151723862
0.8888065814971924,-0.8888065826892853,0.8461790370941162,-0.8461790442466736
0.8883680772781372,-0.8883680754899979,0.8607648533582687,-0.8607648533582687
0.8897951406240463,-0.8897951376438141,0.8725861233472824,-0.8725861293077469
0.886979147195816,-0.8869791448116302,0.8770552235841751,-0.8770552253723145
0.8866029858589173,-0.8866029876470566,0.8697883957624435,-0.8697883921861649
0.8920174336433411,-0.8920174372196198,0.8634216821193695,-0.8634216839075088
0.8922775530815125,-0.8922775554656982,0.8773052448034286,-0.8773052459955215
0.889448629617691,-0.8894486337900162,0.8777921956777572,-0.8777921986579895
0.8922787767648697,-0.8922787779569625,0.8707914078235626,-0.8707914066314697
0.8942100667953491,-0.8942100679874421,0.8753696113824845,-0.8753696113824845
0.8909903782606124,-0.8909903800487519,0.8656075525283814,-0.8656075537204743
0.8959416902065277,-0.8959416872262955,0.8717650657892227,-0.8717650640010833
0.8932554227113724,-0.8932554239034652,0.8693540024757386,-0.8693540000915527
0.8943823558092118,-0.8943823558092118,0.8774678307771683,-0.877467828989029
0.8916598361730576,-0.8916598379611969,0.8798946726322174,-0.8798946750164032
0.8943107330799103,-0.8943107336759567,0.8788614547252656,-0.8788614535331726
0.893356306552887,-0.8933563083410263,0.8806554108858109,-0.8806554096937179
0.8946303552389145,-0.8946303516626358,0.8808055490255355,-0.8808055448532105
0.8975443506240844,-0.8975443536043167,0.8823373436927795,-0.8823373401165009
0.8943247437477112,-0.8943247455358505,0.8783752447366715,-0.878375244140625
0.8974817413091659,-0.8974817430973053,0.8819567823410034,-0.8819567859172821
0.8920699024200439,-0.892069901227951,0.8808279395103454,-0.8808279407024383
0.8929079854488373,-0.8929079884290695,0.8766926741600036,-0.8766926789283752
0.8976202321052551,-0.8976202356815338,0.8792031115293503,-0.8792031210660934
0.8986887973546982,-0.8986887997388839,0.8706891232728958,-0.8706891226768494
0.9007445812225342,-0.9007445830106735,0.8767897516489029,-0.8767897450923919
0.90057925760746,-0.9005792647600174,0.8825550973415375,-0.8825550991296768
0.8995486468076705,-0.8995486432313919,0.8784376490116119,-0.8784376490116119
